signed_label,goal_number,view_description,signatures_number,nodepetition_link/_text,nodepetition_link,signatures_number/_source,view_label,goal_number/_source,nodepetition_link/_source,goal_label,pageUrl,fielditem_value
signed,25000,"Recognize Dima Yakovlev Law (186614-6) as harmful and inhumane, extend Magnitsky act to its supporters in Russian Duma.",8498,"Recognize Dima Yakovlev Law (186614-6) as harmful and inhumane, extend Magnitsky act to its supporters in Russian Duma.",https://petitions.whitehouse.gov/petition/recognize-dima-yakovlev-law-186614-6-harmful-and-inhumane-extend-magnitsky-act-its,"8,498",View,"25,000",/petition/recognize-dima-yakovlev-law-186614-6-harmful-and-inhumane-extend-magnitsky-act-its,goal,https://petitions.whitehouse.gov/responses?page=7,Foreign Policy
signed,25000,"add Mr. Putin to Magnitsky list if he will support ""anti-Magnitsky Act""",12171,"add Mr. Putin to Magnitsky list if he will support ""anti-Magnitsky Act""",https://petitions.whitehouse.gov/petition/add-mr-putin-magnitsky-list-if-he-will-support-anti-magnitsky-act,"12,171",View,"25,000",/petition/add-mr-putin-magnitsky-list-if-he-will-support-anti-magnitsky-act,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,"give federal employees a day off on Monday, December 24, 2012 (Christmas Eve).",28257,"give federal employees a day off on Monday, December 24, 2012 (Christmas Eve).",https://petitions.whitehouse.gov/petition/give-federal-employees-day-monday-december-24-2012-christmas-eve,"28,257",View,"25,000",/petition/give-federal-employees-day-monday-december-24-2012-christmas-eve,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,Have armed security at all schools across the nation who are ex military from combat MOSs or combat proven.,4374,Have armed security at all schools across the nation who are ex military from combat MOSs or combat proven.,https://petitions.whitehouse.gov/petition/have-armed-security-all-schools-across-nation-who-are-ex-military-combat-moss-or-combat,"4,374",View,"25,000",/petition/have-armed-security-all-schools-across-nation-who-are-ex-military-combat-moss-or-combat,goal,https://petitions.whitehouse.gov/responses?page=7,Education
signed,25000,Establish federal gun control laws,6663,Establish federal gun control laws,https://petitions.whitehouse.gov/petition/establish-federal-gun-control-laws,"6,663",View,"25,000",/petition/establish-federal-gun-control-laws,goal,https://petitions.whitehouse.gov/responses?page=7,
signed,25000,No more gun control.,3519,No more gun control.,https://petitions.whitehouse.gov/petition/no-more-gun-control,"3,519",View,"25,000",/petition/no-more-gun-control,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Stop Demonizing Guns,1270,Stop Demonizing Guns,https://petitions.whitehouse.gov/petition/stop-demonizing-guns,"1,270",View,"25,000",/petition/stop-demonizing-guns,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,"Not punish the tens of millions of law-abiding gun owners with ineffective and unconstitutional ""assault weapons"" bans.",8652,"Not punish the tens of millions of law-abiding gun owners with ineffective and unconstitutional ""assault weapons"" bans.",https://petitions.whitehouse.gov/petition/not-punish-tens-millions-law-abiding-gun-owners-ineffective-and-unconstitutional-assault,"8,652",View,"25,000",/petition/not-punish-tens-millions-law-abiding-gun-owners-ineffective-and-unconstitutional-assault,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Immediately sign Executive Order banning sale of assault weapons and high-capacity magazines until Congress acts on this,3755,Immediately sign Executive Order banning sale of assault weapons and high-capacity magazines until Congress acts on this,https://petitions.whitehouse.gov/petition/immediately-sign-executive-order-banning-sale-assault-weapons-and-high-capacity-magazines,"3,755",View,"25,000",/petition/immediately-sign-executive-order-banning-sale-assault-weapons-and-high-capacity-magazines,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Start the process to enact Federal Gun control reforms.,10452,Start the process to enact Federal Gun control reforms.,https://petitions.whitehouse.gov/petition/start-process-enact-federal-gun-control-reforms,"10,452",View,"25,000",/petition/start-process-enact-federal-gun-control-reforms,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Employ competent veterans as armed security guards for America's schools,2568,Employ competent veterans as armed security guards for America's schools,https://petitions.whitehouse.gov/petition/employ-competent-veterans-armed-security-guards-americas-schools,"2,568",View,"25,000",/petition/employ-competent-veterans-armed-security-guards-americas-schools,goal,https://petitions.whitehouse.gov/responses?page=8,Education
signed,25000,Immediately address the issue of gun control through the introduction of legislation in Congress.,197073,Immediately address the issue of gun control through the introduction of legislation in Congress.,https://petitions.whitehouse.gov/petition/immediately-address-issue-gun-control-through-introduction-legislation-congress,"197,073",View,"25,000",/petition/immediately-address-issue-gun-control-through-introduction-legislation-congress,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,petition the Congress and the States to REPEAL THE SECOND AMENDMENT.,3434,petition the Congress and the States to REPEAL THE SECOND AMENDMENT.,https://petitions.whitehouse.gov/petition/petition-congress-and-states-repeal-second-amendment,"3,434",View,"25,000",/petition/petition-congress-and-states-repeal-second-amendment,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Keep guns in America! No weapons ban!,4334,Keep guns in America! No weapons ban!,https://petitions.whitehouse.gov/petition/keep-guns-america-no-weapons-ban,"4,334",View,"25,000",/petition/keep-guns-america-no-weapons-ban,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,begin a national conversation on sensible gun control.,5705,begin a national conversation on sensible gun control.,https://petitions.whitehouse.gov/petition/begin-national-conversation-sensible-gun-control,"5,705",View,"25,000",/petition/begin-national-conversation-sensible-gun-control,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Ensure the 2nd Amendment cant be infringed in anyway limiting citizens ability to defend against tyrannical governments.,9572,Ensure the 2nd Amendment cant be infringed in anyway limiting citizens ability to defend against tyrannical governments.,https://petitions.whitehouse.gov/petition/ensure-2nd-amendment-cant-be-infringed-anyway-limiting-citizens-ability-defend-against,"9,572",View,"25,000",/petition/ensure-2nd-amendment-cant-be-infringed-anyway-limiting-citizens-ability-defend-against,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Set a date and time to have a conversation about gun policy in the United States.,24823,Set a date and time to have a conversation about gun policy in the United States.,https://petitions.whitehouse.gov/petition/set-date-and-time-have-conversation-about-gun-policy-united-states,"24,823",View,"25,000",/petition/set-date-and-time-have-conversation-about-gun-policy-united-states,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Urge Congress to advance federal legislation banning the sale of assault rifles & high capacity magazines.,25641,Urge Congress to advance federal legislation banning the sale of assault rifles & high capacity magazines.,https://petitions.whitehouse.gov/petition/urge-congress-advance-federal-legislation-banning-sale-assault-rifles-high-capacity,"25,641",View,"25,000",/petition/urge-congress-advance-federal-legislation-banning-sale-assault-rifles-high-capacity,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Stronger Gun Control,23524,Stronger Gun Control,https://petitions.whitehouse.gov/petition/stronger-gun-control,"23,524",View,"25,000",/petition/stronger-gun-control,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Place police officers and metal detectors in all of our schools.,667,Place police officers and metal detectors in all of our schools.,https://petitions.whitehouse.gov/petition/place-police-officers-and-metal-detectors-all-our-schools,667,View,"25,000",/petition/place-police-officers-and-metal-detectors-all-our-schools,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Make Mental Health a National Emergency,10668,Make Mental Health a National Emergency,https://petitions.whitehouse.gov/petition/make-mental-health-national-emergency,"10,668",View,"25,000",/petition/make-mental-health-national-emergency,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,create a national commission to review our gun laws and recommend legislation to address the epidemic of gun violence.,5443,create a national commission to review our gun laws and recommend legislation to address the epidemic of gun violence.,https://petitions.whitehouse.gov/petition/create-national-commission-review-our-gun-laws-and-recommend-legislation-address-epidemic,"5,443",View,"25,000",/petition/create-national-commission-review-our-gun-laws-and-recommend-legislation-address-epidemic,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,"Build a federally-funded mental healthcare system in the United States that offers treatment, education, and advocacy.",12226,"Build a federally-funded mental healthcare system in the United States that offers treatment, education, and advocacy.",https://petitions.whitehouse.gov/petition/build-federally-funded-mental-healthcare-system-united-states-offers-treatment-education,"12,226",View,"25,000",/petition/build-federally-funded-mental-healthcare-system-united-states-offers-treatment-education,goal,https://petitions.whitehouse.gov/responses?page=8,Health Care
signed,25000,"Stop any legislation that will ban ""assualt weapons"", semi-automatic rifles or handguns and high capacity magazines.",31094,"Stop any legislation that will ban ""assualt weapons"", semi-automatic rifles or handguns and high capacity magazines.",https://petitions.whitehouse.gov/petition/stop-any-legislation-will-ban-assualt-weapons-semi-automatic-rifles-or-handguns-and-high,"31,094",View,"25,000",/petition/stop-any-legislation-will-ban-assualt-weapons-semi-automatic-rifles-or-handguns-and-high,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,"Seriously, respectfully and quickly work to end the violence committed by assault weapons.",10631,"Seriously, respectfully and quickly work to end the violence committed by assault weapons.",https://petitions.whitehouse.gov/petition/seriously-respectfully-and-quickly-work-end-violence-committed-assault-weapons,"10,631",View,"25,000",/petition/seriously-respectfully-and-quickly-work-end-violence-committed-assault-weapons,goal,https://petitions.whitehouse.gov/responses?page=8,
signed,25000,Today IS the day: Sponsor strict gun control laws in the wake of the CT school massacre,36143,Today IS the day: Sponsor strict gun control laws in the wake of the CT school massacre,https://petitions.whitehouse.gov/petition/today-day-sponsor-strict-gun-control-laws-wake-ct-school-massacre,"36,143",View,"25,000",/petition/today-day-sponsor-strict-gun-control-laws-wake-ct-school-massacre,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,We ask President Obama to support law abiding gun owners in this time of tragedy.,57670,We ask President Obama to support law abiding gun owners in this time of tragedy.,https://petitions.whitehouse.gov/petition/we-ask-president-obama-support-law-abiding-gun-owners-time-tragedy,"57,670",View,"25,000",/petition/we-ask-president-obama-support-law-abiding-gun-owners-time-tragedy,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,A gun in every classroom. Arm every teacher and principal to defend themselves and their students during an attack.,9399,A gun in every classroom. Arm every teacher and principal to defend themselves and their students during an attack.,https://petitions.whitehouse.gov/petition/gun-every-classroom-arm-every-teacher-and-principal-defend-themselves-and-their-students,"9,399",View,"25,000",/petition/gun-every-classroom-arm-every-teacher-and-principal-defend-themselves-and-their-students,goal,https://petitions.whitehouse.gov/responses?page=9,Education
signed,25000,hire military veterans as armed resource officers in all public schools throughout America.,2252,hire military veterans as armed resource officers in all public schools throughout America.,https://petitions.whitehouse.gov/petition/hire-military-veterans-armed-resource-officers-all-public-schools-throughout-america,"2,252",View,"25,000",/petition/hire-military-veterans-armed-resource-officers-all-public-schools-throughout-america,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,address the shortcomings of the current mental health system to prevent at-risk people from becoming violent offenders.,10242,address the shortcomings of the current mental health system to prevent at-risk people from becoming violent offenders.,https://petitions.whitehouse.gov/petition/address-shortcomings-current-mental-health-system-prevent-risk-people-becoming-violent,"10,242",View,"25,000",/petition/address-shortcomings-current-mental-health-system-prevent-risk-people-becoming-violent,goal,https://petitions.whitehouse.gov/responses?page=9,Health Care
signed,25000,Dissolve any petitions on an Assault Weapons Ban as unconstitutional under amendment II of the Constitution,9545,Dissolve any petitions on an Assault Weapons Ban as unconstitutional under amendment II of the Constitution,https://petitions.whitehouse.gov/petition/dissolve-any-petitions-assault-weapons-ban-unconstitutional-under-amendment-ii-constitution,"9,545",View,"25,000",/petition/dissolve-any-petitions-assault-weapons-ban-unconstitutional-under-amendment-ii-constitution,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,Place Security Guards in Schools Nationwide: The Safe & Sound Schools Initiative,2991,Place Security Guards in Schools Nationwide: The Safe & Sound Schools Initiative,https://petitions.whitehouse.gov/petition/place-security-guards-schools-nationwide-safe-sound-schools-initiative,"2,991",View,"25,000",/petition/place-security-guards-schools-nationwide-safe-sound-schools-initiative,goal,https://petitions.whitehouse.gov/responses?page=9,Education
signed,25000,End the gun free zones and we the people demand a vote on the Citizens Protection Act H.R. 2613,5499,End the gun free zones and we the people demand a vote on the Citizens Protection Act H.R. 2613,https://petitions.whitehouse.gov/petition/end-gun-free-zones-and-we-people-demand-vote-citizens-protection-act-hr-2613,"5,499",View,"25,000",/petition/end-gun-free-zones-and-we-people-demand-vote-citizens-protection-act-hr-2613,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,stop crime before it starts by funding mental health facilities instead of prisons.,6167,stop crime before it starts by funding mental health facilities instead of prisons.,https://petitions.whitehouse.gov/petition/stop-crime-it-starts-funding-mental-health-facilities-instead-prisons,"6,167",View,"25,000",/petition/stop-crime-it-starts-funding-mental-health-facilities-instead-prisons,goal,https://petitions.whitehouse.gov/responses?page=9,Health Care
signed,25000,Allow individual School Districts and/or schools the ability to train staff to be School Marshalls.,1999,Allow individual School Districts and/or schools the ability to train staff to be School Marshalls.,https://petitions.whitehouse.gov/petition/allow-individual-school-districts-andor-schools-ability-train-staff-be-school-marshalls,"1,999",View,"25,000",/petition/allow-individual-school-districts-andor-schools-ability-train-staff-be-school-marshalls,goal,https://petitions.whitehouse.gov/responses?page=9,Education
signed,25000,launch a federal investigation in to the relationship between school shootings and psychiatric drugs.,6635,launch a federal investigation in to the relationship between school shootings and psychiatric drugs.,https://petitions.whitehouse.gov/petition/launch-federal-investigation-relationship-between-school-shootings-and-psychiatric-drugs,"6,635",View,"25,000",/petition/launch-federal-investigation-relationship-between-school-shootings-and-psychiatric-drugs,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,The U.S. Government Must Redress Wrongs Against the Chagossians,30037,The U.S. Government Must Redress Wrongs Against the Chagossians,https://petitions.whitehouse.gov/petition/us-government-must-redress-wrongs-against-chagossians,"30,037",View,"25,000",/petition/us-government-must-redress-wrongs-against-chagossians,goal,https://petitions.whitehouse.gov/responses?page=9,Foreign Policy
signed,25000,"Help Free D. Randall Blythe From Prage, Czech Republic. Where he is falsely accused of commiting Manslaughter.",29009,"Help Free D. Randall Blythe From Prage, Czech Republic. Where he is falsely accused of commiting Manslaughter.",https://petitions.whitehouse.gov/petition/help-free-d-randall-blythe-prage-czech-republic-where-he-falsely-accused-commiting,"29,009",View,"25,000",/petition/help-free-d-randall-blythe-prage-czech-republic-where-he-falsely-accused-commiting,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,support the Polish Nation appeal for an international investigation of the Smolensk 2010 air crash,31317,support the Polish Nation appeal for an international investigation of the Smolensk 2010 air crash,https://petitions.whitehouse.gov/petition/support-polish-nation-appeal-international-investigation-smolensk-2010-air-crash-0,"31,317",View,"25,000",/petition/support-polish-nation-appeal-international-investigation-smolensk-2010-air-crash-0,goal,https://petitions.whitehouse.gov/responses?page=9,Foreign Policy
signed,25000,Support Keeping Zeek Rewards Open: Stop The SEC And Attorney General From Stealing Our Business.,25138,Support Keeping Zeek Rewards Open: Stop The SEC And Attorney General From Stealing Our Business.,https://petitions.whitehouse.gov/petition/support-keeping-zeek-rewards-open-stop-sec-and-attorney-general-stealing-our-business,"25,138",View,"25,000",/petition/support-keeping-zeek-rewards-open-stop-sec-and-attorney-general-stealing-our-business,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,Support Keeping Zeek Rewards Open: Stop The SEC And Attorney General From Stealing Our Business.,33869,Support Keeping Zeek Rewards Open: Stop The SEC And Attorney General From Stealing Our Business.,https://petitions.whitehouse.gov/petition/support-keeping-zeek-rewards-open-stop-sec-and-attorney-general-stealing-our-business-0,"33,869",View,"25,000",/petition/support-keeping-zeek-rewards-open-stop-sec-and-attorney-general-stealing-our-business-0,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,Release the recipe for the Honey Ale home brewed at the White House.,12240,Release the recipe for the Honey Ale home brewed at the White House.,https://petitions.whitehouse.gov/petition/release-recipe-honey-ale-home-brewed-white-house,"12,240",View,"25,000",/petition/release-recipe-honey-ale-home-brewed-white-house,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,"Sec. Panetta, Get Rush Limbaugh Off Armed Forces Radio NOW! No tax money for abusive, divisive, insulting language.",29189,"Sec. Panetta, Get Rush Limbaugh Off Armed Forces Radio NOW! No tax money for abusive, divisive, insulting language.",https://petitions.whitehouse.gov/petition/sec-panetta-get-rush-limbaugh-armed-forces-radio-now-no-tax-money-abusive-divisive,"29,189",View,"25,000",/petition/sec-panetta-get-rush-limbaugh-armed-forces-radio-now-no-tax-money-abusive-divisive,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,"Exercise the powers vested in you to see to it that Jacob Ostreicher, a US citizen, is freed from Bolivia.",35958,"Exercise the powers vested in you to see to it that Jacob Ostreicher, a US citizen, is freed from Bolivia.",https://petitions.whitehouse.gov/petition/exercise-powers-vested-you-see-it-jacob-ostreicher-us-citizen-freed-bolivia,"35,958",View,"25,000",/petition/exercise-powers-vested-you-see-it-jacob-ostreicher-us-citizen-freed-bolivia,goal,https://petitions.whitehouse.gov/responses?page=9,Foreign Policy
signed,25000,Commit to veto any legislation that extends the Bush tax cuts for the 1%.,30915,Commit to veto any legislation that extends the Bush tax cuts for the 1%.,https://petitions.whitehouse.gov/petition/commit-veto-any-legislation-extends-bush-tax-cuts-1,"30,915",View,"25,000",/petition/commit-veto-any-legislation-extends-bush-tax-cuts-1,goal,https://petitions.whitehouse.gov/responses?page=9,
signed,25000,"Sea of Japan -the authentic history in our textbooks! We are teaching our children the authentic history, so why change?",29160,"Sea of Japan -the authentic history in our textbooks! We are teaching our children the authentic history, so why change?",https://petitions.whitehouse.gov/petition/sea-japan-authentic-history-our-textbooks-we-are-teaching-our-children-authentic-history-so,"29,160",View,"25,000",/petition/sea-japan-authentic-history-our-textbooks-we-are-teaching-our-children-authentic-history-so,goal,https://petitions.whitehouse.gov/responses?page=10,Education
signed,25000,The East Sea - a FALSE history in our textbooks!,102043,The East Sea - a FALSE history in our textbooks!,https://petitions.whitehouse.gov/petition/east-sea-false-history-our-textbooks,"102,043",View,"25,000",/petition/east-sea-false-history-our-textbooks,goal,https://petitions.whitehouse.gov/responses?page=10,Education
signed,25000,At least double NASA’s annual budget to one penny for every government dollar spent.,27334,At least double NASA’s annual budget to one penny for every government dollar spent.,https://petitions.whitehouse.gov/petition/least-double-nasa%E2%80%99s-annual-budget-one-penny-every-government-dollar-spent,"27,334",View,"25,000",/petition/least-double-nasa%E2%80%99s-annual-budget-one-penny-every-government-dollar-spent,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,"ban the use of gas chambers for killing shelter companion animals. They are inhumane, expensive and dangerous to humans.",11627,"ban the use of gas chambers for killing shelter companion animals. They are inhumane, expensive and dangerous to humans.",https://petitions.whitehouse.gov/petition/ban-use-gas-chambers-killing-shelter-companion-animals-they-are-inhumane-expensive-and,"11,627",View,"5,000",/petition/ban-use-gas-chambers-killing-shelter-companion-animals-they-are-inhumane-expensive-and,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,25000,Nominate New Commissioners to the Federal Election Commission (FEC).,27285,Nominate New Commissioners to the Federal Election Commission (FEC).,https://petitions.whitehouse.gov/petition/nominate-new-commissioners-federal-election-commission-fec,"27,285",View,"25,000",/petition/nominate-new-commissioners-federal-election-commission-fec,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,Restore democracy by ending corporate personhood.,26133,Restore democracy by ending corporate personhood.,https://petitions.whitehouse.gov/petition/restore-democracy-ending-corporate-personhood,"26,133",View,"5,000",/petition/restore-democracy-ending-corporate-personhood,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,Announce and Implement the NATIONAL ECONOMIC SECURITY AND REFORMATION ACT - NESARA,6623,Announce and Implement the NATIONAL ECONOMIC SECURITY AND REFORMATION ACT - NESARA,https://petitions.whitehouse.gov/petition/announce-and-implement-national-economic-security-and-reformation-act-nesara,"6,623",View,"5,000",/petition/announce-and-implement-national-economic-security-and-reformation-act-nesara,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,Grant voters the ability to vote for the President of the United States by dissolving the electoral college.,29311,Grant voters the ability to vote for the President of the United States by dissolving the electoral college.,https://petitions.whitehouse.gov/petition/grant-voters-ability-vote-president-united-states-dissolving-electoral-college,"29,311",View,"5,000",/petition/grant-voters-ability-vote-president-united-states-dissolving-electoral-college,goal,https://petitions.whitehouse.gov/responses?page=10,Civil Rights & Equality
signed,5000,Legal Employment-based Immigration Petitioners Help U.S. Companies and Should NOT be Heavily Backlogged for Years,6012,Legal Employment-based Immigration Petitioners Help U.S. Companies and Should NOT be Heavily Backlogged for Years,https://petitions.whitehouse.gov/petition/legal-employment-based-immigration-petitioners-help-us-companies-and-should-not-be-heavily,"6,012",View,"5,000",/petition/legal-employment-based-immigration-petitioners-help-us-companies-and-should-not-be-heavily,goal,https://petitions.whitehouse.gov/responses?page=10,Immigration
signed,25000,Push Fannie Mae and Freddie Mac to issue principal reductions for underwater homeowners,27868,Push Fannie Mae and Freddie Mac to issue principal reductions for underwater homeowners,https://petitions.whitehouse.gov/petition/push-fannie-mae-and-freddie-mac-issue-principal-reductions-underwater-homeowners,"27,868",View,"25,000",/petition/push-fannie-mae-and-freddie-mac-issue-principal-reductions-underwater-homeowners,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,Allow H-4 visa member to work legally,6007,Allow H-4 visa member to work legally,https://petitions.whitehouse.gov/petition/allow-h-4-visa-member-work-legally,"6,007",View,"5,000",/petition/allow-h-4-visa-member-work-legally,goal,https://petitions.whitehouse.gov/responses?page=10,Immigration
signed,5000,"protect consumers, create jobs and generate revenue by licensing and regulating online poker.",9849,"protect consumers, create jobs and generate revenue by licensing and regulating online poker.",https://petitions.whitehouse.gov/petition/protect-consumers-create-jobs-and-generate-revenue-licensing-and-regulating-online-poker,"9,849",View,"5,000",/petition/protect-consumers-create-jobs-and-generate-revenue-licensing-and-regulating-online-poker,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,25000,Make Election Day a National Holiday.,2064,Make Election Day a National Holiday.,https://petitions.whitehouse.gov/petition/make-election-day-national-holiday-1,"2,064",View,"25,000",/petition/make-election-day-national-holiday-1,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,propose legislation that would make all federal election days national holidays to increase voter turnout.,13347,propose legislation that would make all federal election days national holidays to increase voter turnout.,https://petitions.whitehouse.gov/petition/propose-legislation-would-make-all-federal-election-days-national-holidays-increase-voter,"13,347",View,"5,000",/petition/propose-legislation-would-make-all-federal-election-days-national-holidays-increase-voter,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,5000,Allow United States Disabled Military Veterans access to medical marijuana to treat their PTSD.,8261,Allow United States Disabled Military Veterans access to medical marijuana to treat their PTSD.,https://petitions.whitehouse.gov/petition/allow-united-states-disabled-military-veterans-access-medical-marijuana-treat-their-ptsd,"8,261",View,"5,000",/petition/allow-united-states-disabled-military-veterans-access-medical-marijuana-treat-their-ptsd,goal,https://petitions.whitehouse.gov/responses?page=10,Health Care
signed,5000,Allow Industrial Hemp to be Grown in the U.S. Once Again,28888,Allow Industrial Hemp to be Grown in the U.S. Once Again,https://petitions.whitehouse.gov/petition/allow-industrial-hemp-be-grown-us-once-again,"28,888",View,"5,000",/petition/allow-industrial-hemp-be-grown-us-once-again,goal,https://petitions.whitehouse.gov/responses?page=10,Energy & Environment
signed,5000,"End the destructive, wasteful and counterproductive ""War on Drugs""",30018,"End the destructive, wasteful and counterproductive ""War on Drugs""",https://petitions.whitehouse.gov/petition/end-destructive-wasteful-and-counterproductive-war-drugs,"30,018",View,"5,000",/petition/end-destructive-wasteful-and-counterproductive-war-drugs,goal,https://petitions.whitehouse.gov/responses?page=10,Budget & Taxes
signed,5000,Release all non-violent drug offenders. Release all inmates who are incarcerated for cannabis related crimes.,10033,Release all non-violent drug offenders. Release all inmates who are incarcerated for cannabis related crimes.,https://petitions.whitehouse.gov/petition/release-all-non-violent-drug-offenders-release-all-inmates-who-are-incarcerated-cannabis,"10,033",View,"5,000",/petition/release-all-non-violent-drug-offenders-release-all-inmates-who-are-incarcerated-cannabis,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,25000,End ACTA and Protect our right to privacy on the Internet,47517,End ACTA and Protect our right to privacy on the Internet,https://petitions.whitehouse.gov/petition/end-acta-and-protect-our-right-privacy-internet,"47,517",View,"25,000",/petition/end-acta-and-protect-our-right-privacy-internet,goal,https://petitions.whitehouse.gov/responses?page=10,
signed,25000,STOP EXPANDING TRADE WITH VIETNAM AT THE EXPENSE OF HUMAN RIGHTS,150945,STOP EXPANDING TRADE WITH VIETNAM AT THE EXPENSE OF HUMAN RIGHTS,https://petitions.whitehouse.gov/petition/stop-expanding-trade-vietnam-expense-human-rights-8,"150,945",View,"25,000",/petition/stop-expanding-trade-vietnam-expense-human-rights-8,goal,https://petitions.whitehouse.gov/responses?page=10,Foreign Policy
signed,25000,Ensure that every child in America has access to an effective school library program.,28619,Ensure that every child in America has access to an effective school library program.,https://petitions.whitehouse.gov/petition/ensure-every-child-america-has-access-effective-school-library-program,"28,619",View,"25,000",/petition/ensure-every-child-america-has-access-effective-school-library-program,goal,https://petitions.whitehouse.gov/responses?page=11,Education
signed,5000,Repeal the Patriot Act,22718,Repeal the Patriot Act,https://petitions.whitehouse.gov/petition/repeal-patriot-act,"22,718",View,"5,000",/petition/repeal-patriot-act,goal,https://petitions.whitehouse.gov/responses?page=11,Civil Rights & Equality
signed,5000,End the Patriot Act,10254,End the Patriot Act,https://petitions.whitehouse.gov/petition/end-patriot-act,"10,254",View,"5,000",/petition/end-patriot-act,goal,https://petitions.whitehouse.gov/responses?page=11,
signed,5000,Abolish Abstinence-Only Education From US Public Schools,11306,Abolish Abstinence-Only Education From US Public Schools,https://petitions.whitehouse.gov/petition/abolish-abstinence-only-education-us-public-schools,"11,306",View,"5,000",/petition/abolish-abstinence-only-education-us-public-schools,goal,https://petitions.whitehouse.gov/responses?page=11,Education
signed,25000,urge CMS to reconsider its decision (CAG-00423N) excluding Registered Dietitians from direct billing for Obesity Therapy,26289,urge CMS to reconsider its decision (CAG-00423N) excluding Registered Dietitians from direct billing for Obesity Therapy,https://petitions.whitehouse.gov/petition/urge-cms-reconsider-its-decision-cag-00423n-excluding-registered-dietitians-direct-billing,"26,289",View,"25,000",/petition/urge-cms-reconsider-its-decision-cag-00423n-excluding-registered-dietitians-direct-billing,goal,https://petitions.whitehouse.gov/responses?page=11,Health Care
signed,5000,Switching to a free online visa appointment scheduling system in China,9048,Switching to a free online visa appointment scheduling system in China,https://petitions.whitehouse.gov/petition/switching-free-online-visa-appointment-scheduling-system-china,"9,048",View,"5,000",/petition/switching-free-online-visa-appointment-scheduling-system-china,goal,https://petitions.whitehouse.gov/responses?page=11,Immigration
signed,5000,Extend the validity period of F1 student visas to be commensurate with the academic program or allow renewal within U.S.,6896,Extend the validity period of F1 student visas to be commensurate with the academic program or allow renewal within U.S.,https://petitions.whitehouse.gov/petition/extend-validity-period-f1-student-visas-be-commensurate-academic-program-or-allow-renewal,"6,896",View,"5,000",/petition/extend-validity-period-f1-student-visas-be-commensurate-academic-program-or-allow-renewal,goal,https://petitions.whitehouse.gov/responses?page=11,Immigration
signed,5000,"Holders of valid, legal visas should be able to renew their visa without having to exit the country",10608,"Holders of valid, legal visas should be able to renew their visa without having to exit the country",https://petitions.whitehouse.gov/petition/holders-valid-legal-visas-should-be-able-renew-their-visa-without-having-exit-country,"10,608",View,"5,000",/petition/holders-valid-legal-visas-should-be-able-renew-their-visa-without-having-exit-country,goal,https://petitions.whitehouse.gov/responses?page=11,Immigration
signed,25000,Actually take these petitions seriously instead of just using them as an excuse to pretend you are listening,37586,Actually take these petitions seriously instead of just using them as an excuse to pretend you are listening,https://petitions.whitehouse.gov/petition/actually-take-these-petitions-seriously-instead-just-using-them-excuse-pretend-you-are,"37,586",View,"25,000",/petition/actually-take-these-petitions-seriously-instead-just-using-them-excuse-pretend-you-are,goal,https://petitions.whitehouse.gov/responses?page=11,
